name,power_state,guest_os,os_category,ip_address,hostname,vcenter_path,vcenter_url,datacenter,cpus,memory_gb,VI.ENV,VI.LANDSCAPE,VI.OWNER,VI.PURPOSE,VI.TIER,App_Name,Description,Owner,deployment,cmdb_uuid,tags
qa1-yup,poweredOn,CentOS 6 (64-bit),linux,10.6.39.221,qa1-yup.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/qa1-yup,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,2.0,QA,YUP,Jacob Peterman,Consumer Search,Non-Production,,,,,vmw-vm-e73b913b-149d-5166-9361-f776b2c37378,
qa10-bento,poweredOn,CentOS 6 (64-bit),linux,10.6.39.111,qa10-bento.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Bento/qa10-bento,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,4.0,QA,Bento,David Vazgenovich Shakaryan,Consumer Search,Non-Production,,,,,vmw-vm-629bbe73-5fc6-519b-a00f-4898fd384332,
qa11-bento,poweredOn,CentOS 6 (64-bit),linux,10.6.38.60,qa11-bento.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Bento/qa11-bento,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,4.0,QA,Bento,David Vazgenovich Shakaryan,Consumer Search,Non-Production,,,,,vmw-vm-225ddaf0-2856-5ff2-910e-8784b1555b29,
qa12-bento,poweredOn,CentOS 6 (64-bit),linux,10.6.39.212,qa12-bento.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Bento/qa12-bento,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,4.0,QA,Bento,David Vazgenovich Shakaryan,Consumer Search,Non-Production,,,,,vmw-vm-072dddcf-8bf6-5317-b6f2-71cfe233a066,
qa13-bento,poweredOn,CentOS 6 (64-bit),linux,10.6.38.84,qa13-bento.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Bento/qa13-bento,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,4.0,QA,Bento,David Vazgenovich Shakaryan,Consumer Search,Non-Production,,,,,vmw-vm-8ce2018c-4eaa-59aa-8fdf-479c898c7d68,
qa14-syndication,poweredOn,CentOS 4/5 (64-bit),linux,10.6.37.172,qa14-syndication.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Syndication/qa14-syndication,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,4.0,QA,Syndication,David Vazgenovich Shakaryan,Consumer Search,Non-Production,,,,,vmw-vm-73fb9d73-de58-5e1d-bc1f-cdf0b0c172da,
qa15-syndication,poweredOn,CentOS 6 (64-bit),linux,10.6.39.152,qa15-syndication.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Syndication/qa15-syndication,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,2.0,QA,Syndication,David Vazgenovich Shakaryan,Consumer Search,Non-Production,,,,,vmw-vm-26d38a40-2d0d-56ba-9e16-4dbede3adb24,
qa16-syndication,poweredOn,CentOS 4/5 (64-bit),linux,10.6.38.179,qa16-syndication.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Syndication/qa16-syndication,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,4.0,QA,Syndication,David Vazgenovich Shakaryan,Consumer Search,Non-Production,,,,,vmw-vm-7e85f33b-26d0-5eaf-a146-d1271064a0f2,
qa17-syndication,poweredOn,CentOS 4/5 (64-bit),linux,10.6.37.252,qa17-syndication.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Syndication/qa17-syndication,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,1.8,QA,Syndication,David Vazgenovich Shakaryan,Consumer Search,Non-Production,,,,,vmw-vm-f1e417cf-783e-52a2-a379-23ef3e5ef308,
qa1cdn1,poweredOn,CentOS 4/5 (64-bit),linux,10.6.32.106,qa1cdn1.prod.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/qa1cdn1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,4.0,QA,CDN,Jacob Peterman,Consumer Search,Non-Production,,,,,vmw-vm-5292e668-dba6-5c4e-823a-df6e42b73f3d,
qa2-collector,poweredOn,Oracle Linux 7 (64-bit),linux,10.6.39.215,qa2-collector.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/TBM/qa2-collector,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,2.0,QA,,Chris Morgan,MDM,Non-Production,,,,,vmw-vm-b4512a52-f062-52b7-a597-2136fd31f344,
qa2-drobot-1,poweredOn,CentOS 4/5 (64-bit),linux,10.6.38.67,qa2-drobot-1.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/qa2-drobot-1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,31.4,QA,Drobot,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-b49ca923-bdd5-5eb5-bf97-87dcafa47df4,
qa2-drobot-2,poweredOn,CentOS 4/5 (64-bit),linux,10.6.39.207,qa2-drobot-2.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/qa2-drobot-2,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,31.4,QA,Drobot,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-fc0dd5a2-4e98-562d-a379-8b62cce30657,
qa2-learch1,poweredOn,CentOS 4/5 (64-bit),linux,10.6.38.6,qa2-learch1.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Jenkins/qa2-learch1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,15.6,DEV,Learch,Wei Du,Consumer Search,Non-Production,,,,,vmw-vm-f300b8c3-33cf-5216-8386-210d4d588b7d,
qa2-learch2,poweredOn,CentOS 4/5 (64-bit),linux,10.6.37.146,qa2-learch2.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Jenkins/qa2-learch2,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,15.6,DEV,Learch,Wei Du,Consumer Search,Non-Production,,,,,vmw-vm-d9e97290-dda0-5ab7-8fe6-37135250cc11,
qa2-learch3,poweredOn,CentOS 4/5 (64-bit),linux,10.6.38.178,qa2-learch3.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Jenkins/qa2-learch3,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,15.6,DEV,Learch,Wei Du,Consumer Search,Non-Production,,,,,vmw-vm-d3841ebb-cf06-5823-bf86-ac78ba91b787,
qa2-learch4,poweredOn,CentOS 4/5 (64-bit),linux,10.6.36.242,qa2-learch4.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Jenkins/qa2-learch4,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,15.6,DEV,Learch,Wei Du,Consumer Search,Non-Production,,,,,vmw-vm-f0e15339-8029-5afe-bd81-8817c720077d,
qa2-learch5,poweredOn,CentOS 4/5 (64-bit),linux,10.6.37.244,qa2-learch5.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Jenkins/qa2-learch5,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,15.6,DEV,Learch,Wei Du,Consumer Search,Non-Production,,,,,vmw-vm-da3cd1c5-0100-5525-a0e0-562d92c1ac37,
qa2-learch6,poweredOn,CentOS 4/5 (64-bit),linux,10.6.38.243,qa2-learch6.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Jenkins/qa2-learch6,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,15.6,DEV,Learch,Wei Du,Consumer Search,Non-Production,,,,,vmw-vm-f7103f43-8bd3-5e3e-9e69-35d8e4888c62,
qa2-mdm-1,poweredOn,CentOS 6 (64-bit),linux,10.6.36.72,qa2-mdm-1.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdm-1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-205b022e-af1c-5820-8ff1-5be78edc9c67,
qa2-mdm-10,poweredOn,CentOS 6 (64-bit),linux,10.6.36.134,qa2-mdm-10.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdm-10,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-3c387137-b27e-5cf2-8de7-58f880605dad,
qa2-mdm-11,poweredOn,CentOS 6 (64-bit),linux,10.6.39.72,qa2-mdm-11.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdm-11,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-320aed8d-9391-5633-8713-d2f82360da05,
qa2-mdm-12,poweredOn,CentOS 6 (64-bit),linux,10.6.36.192,qa2-mdm-12.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdm-12,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-94727087-9dc8-5ab3-be4f-40a957fcb87b,
qa2-mdm-13,poweredOn,CentOS 6 (64-bit),linux,10.6.37.1,qa2-mdm-13.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdm-13,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-af0e5c11-3904-5e39-87d0-ac0ae32625f6,
qa2-mdm-14,poweredOn,CentOS 6 (64-bit),linux,10.6.39.98,qa2-mdm-14.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdm-14,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-cb1d7899-4a4b-5e48-ac43-710cfe39a174,
qa2-mdm-15,poweredOn,CentOS 6 (64-bit),linux,10.6.36.155,qa2-mdm-15.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdm-15,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-0c26a2a7-d7fe-5083-95ec-50567443e8b8,
qa2-mdm-16,poweredOn,CentOS 6 (64-bit),linux,10.6.36.42,qa2-mdm-16.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdm-16,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-8e73f042-245f-58c0-b4e9-6519db26e7b2,
qa2-mdm-17,poweredOn,CentOS 6 (64-bit),linux,10.6.38.202,qa2-mdm-17.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdm-17,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-f6d14d1e-e8c6-5ed1-a558-1c690a94c58a,
qa2-mdm-18,poweredOn,CentOS 6 (64-bit),linux,10.6.37.202,qa2-mdm-18.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdm-18,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-7fcc3778-a66b-5485-a150-72a6f1e7dc06,
qa2-mdm-19,poweredOn,CentOS 6 (64-bit),linux,10.6.38.228,qa2-mdm-19.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdm-19,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-29168a3e-64a3-5bbc-bc7e-42403fcfcfe7,
qa2-mdm-2,poweredOn,CentOS 6 (64-bit),linux,10.6.39.202,qa2-mdm-2.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdm-2,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-53bde547-8afb-5a55-8fab-9a438b624564,
qa2-mdm-20,poweredOn,CentOS 6 (64-bit),linux,10.6.37.34,qa2-mdm-20.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdm-20,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-b17efb0b-ce86-5d04-8c33-9c1a0451e6ef,
qa2-mdm-3,poweredOn,CentOS 6 (64-bit),linux,10.6.36.167,qa2-mdm-3.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdm-3,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-20d9e0a1-e627-5ba1-a120-94c8feb7aa8a,
qa2-mdm-4,poweredOn,CentOS 6 (64-bit),linux,10.6.36.36,qa2-mdm-4.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdm-4,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-ea7a86b8-54de-5c72-bf46-8f0e7da23560,
qa2-mdm-5,poweredOn,CentOS 6 (64-bit),linux,10.6.38.126,qa2-mdm-5.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdm-5,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-6a247571-6e7d-55a0-8737-18e52dd19995,
qa2-mdm-6,poweredOn,CentOS 6 (64-bit),linux,10.6.37.93,qa2-mdm-6.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdm-6,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-b56ce5a0-40b2-550c-a91b-f0ce1a79f0db,
qa2-mdm-7,poweredOn,CentOS 6 (64-bit),linux,10.6.38.68,qa2-mdm-7.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdm-7,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-150a16d4-21e6-5ead-95bb-a61f8cc8e4fa,
qa2-mdm-8,poweredOn,CentOS 6 (64-bit),linux,10.6.36.26,qa2-mdm-8.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdm-8,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-36055f25-57cb-56c2-a38c-89a037b7c157,
qa2-mdm-9,poweredOn,CentOS 6 (64-bit),linux,10.6.38.47,qa2-mdm-9.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdm-9,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-731904df-c67c-5551-9f7d-2347379a61a7,
qa2-mdmapi1,poweredOn,CentOS 4/5 (64-bit),linux,10.6.37.118,qa2-mdmapi1.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdmapi1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,15.6,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-f47e10f0-d1ac-5059-b74c-884aa28441a0,
qa2-mdmapi2,poweredOn,CentOS 4/5 (64-bit),linux,10.6.38.20,qa2-mdmapi2.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa2-mdmapi2,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,15.6,DEV,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-08c045fd-9b47-5ccc-ac49-ebd5435e045a,
qa2-partner-distro-1,poweredOn,CentOS 7 (64-bit),linux,10.6.36.119,qa2-partner-distro-1.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Partner_distro_api/qa2-partner-distro-1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,2.0,DEV,Partner Distro API,Oscar Leung,Consumer Search,Non-Production,,,,,vmw-vm-9d6c1610-86b0-5521-9094-148c8f0bb1a9,
qa2-presence-quai-1,poweredOn,Red Hat Enterprise Linux 5 (64-bit),linux,10.6.36.226,qa2-presence-quai-1.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/qa2-presence-quai-1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,4.0,DEV,Quai Presence,Michael Mullis,Consumer Search,Non-Production,,,,,vmw-vm-906391c9-3ac5-51d6-9a4c-f00c9a9f1926,
qa2-presence-quai-2,poweredOn,Red Hat Enterprise Linux 5 (64-bit),linux,10.6.37.210,qa2-presence-quai-2.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/qa2-presence-quai-2,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,4,2.0,DEV,Quai Presence,Michael Mullis,Consumer Search,Non-Production,,,,,vmw-vm-ddfe7286-773a-5059-8a7d-556832546ed7,
qa2-rhino1,poweredOn,CentOS 4/5 (64-bit),linux,10.6.36.251,qa2-rhino1.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/qa2-rhino1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,31.4,DEV,Rhino,Wei Du,Consumer Search,Non-Production,,,,,vmw-vm-0c5e2621-6649-5c02-bc3e-7d7d1aa120b6,
qa2-rhino2,poweredOn,CentOS 4/5 (64-bit),linux,10.6.37.83,qa2-rhino2.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/qa2-rhino2,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,31.4,DEV,Rhino,Wei Du,Consumer Search,Non-Production,,,,,vmw-vm-da84ffd8-3425-5747-8608-c338a25516da,
qa2-sc-admin,poweredOn,CentOS 7 (64-bit),linux,10.6.37.56,qa2-sc-admin.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/TBM/qa2-sc-admin,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,2.0,QA,,Michael Kuriger,Admin Tool,Non-Production,,,,,vmw-vm-8341bd1b-14a0-5cf8-b427-78e8a1d70118,
qa2-sp,poweredOn,CentOS 6 (64-bit),linux,10.6.36.86,qa2-sp.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/qa2-sp,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,3.0,DEV,Superpages,Jacob Peterman,Consumer Search,Non-Production,,,,,vmw-vm-13371de8-2271-5415-b23b-0c3fd97d36bf,
qa2-syndication,poweredOn,CentOS 4/5 (64-bit),linux,10.6.36.59,qa2-syndication.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Syndication/qa2-syndication,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,1.8,QA,Syndication,David Vazgenovich Shakaryan,Consumer Search,Non-Production,,,,,vmw-vm-58eaf44b-269a-5f74-a186-439aa0ea3833,
qa2-thanos1,poweredOn,CentOS 4/5 (64-bit),linux,10.6.36.196,qa2-thanos1.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/qa2-thanos1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,32,39.2,DEV,Thanos,Wei Du,Consumer Search,Non-Production,,,,,vmw-vm-ea6c9445-7763-54ec-9f6e-3754837c1e42,
qa2-thanos2,poweredOn,CentOS 4/5 (64-bit),linux,10.6.38.138,qa2-thanos2.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/qa2-thanos2,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,32,39.2,DEV,Thanos,Wei Du,Consumer Search,Non-Production,,,,,vmw-vm-84e3d120-dd03-571c-8dd8-0f69e07b35a3,
qa2-ypu,poweredOn,CentOS 4/5 (64-bit),linux,10.6.37.108,qa2-ypu.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/qa2-ypu,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,1,2.0,QA,YPU,Jacob Peterman,Consumer Search,Non-Production,,,,,vmw-vm-ac0ebb33-938a-5369-8922-ed2a782c55e7,
qa2-yup,poweredOn,CentOS 6 (64-bit),linux,10.6.39.69,qa2-yup.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/qa2-yup,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,2,2.0,QA,YUP,Jacob Peterman,Consumer Search,Non-Production,,,,,vmw-vm-0d30c8f2-00dc-5814-bd1e-956aa313827d,
qa3-drobot-1,poweredOn,CentOS 4/5 (64-bit),linux,10.6.38.96,qa3-drobot-1.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/qa3-drobot-1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,7.7,QA,Drobot,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-0f65cb10-410b-5d34-8ad9-7bbde844164d,
qa3-drobot-2,poweredOn,CentOS 4/5 (64-bit),linux,10.6.37.138,qa3-drobot-2.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/qa3-drobot-2,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,7.7,QA,Drobot,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-c491373e-9c64-5ac4-83bb-cc1703f5251e,
qa3-mdm-1,poweredOn,CentOS 6 (64-bit),linux,10.6.37.46,qa3-mdm-1.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa3-mdm-1,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,QA,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-9d7a2c50-7818-5e73-aa8d-d758290911bb,
qa3-mdm-10,poweredOn,CentOS 6 (64-bit),linux,10.6.36.225,qa3-mdm-10.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa3-mdm-10,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,QA,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-731355f2-0dc2-5f2c-bdfc-e8c4e1ecdffa,
qa3-mdm-11,poweredOn,CentOS 6 (64-bit),linux,10.6.37.88,qa3-mdm-11.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa3-mdm-11,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,QA,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-60d4fcd8-9cc5-5e63-ac33-f45cafff31d7,
qa3-mdm-12,poweredOn,CentOS 6 (64-bit),linux,10.6.39.161,qa3-mdm-12.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa3-mdm-12,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,QA,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-818399df-a081-5974-a3b7-42e4acc6e9aa,
qa3-mdm-13,poweredOn,CentOS 6 (64-bit),linux,10.6.36.127,qa3-mdm-13.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa3-mdm-13,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,QA,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-ff14ac87-e1e1-5798-b902-07b7140ac3d2,
qa3-mdm-14,poweredOn,CentOS 6 (64-bit),linux,10.6.36.173,qa3-mdm-14.np.st1.yellowpages.com,/PHX1-THRYV-DC/vm/LINUX_SERVERS/APP/Consumer_search/Mdm/qa3-mdm-14,https://phx1-thryv-vcsa01.expedient.com,/PHX1-THRYV-DC,6,8.0,QA,MDM,Mimi Bhattacharya,Consumer Search,Non-Production,,,,,vmw-vm-d3c44cd8-b8ee-5158-9af7-20d2e1e1d195,
